Number,Number1,Number2,Zip,Number3,Number4,Number5,Number6,Latitude,Longitude,mn_earn_wne_male1_p6,count_nwne_p8,count_wne_p8,mn_earn_wne_p8,md_earn_wne_p8,HI_INC_WDRAW_4YR_TRANS_YR4_RT
131113,794800,7948,19720,0,1,1,3,39.6823,-75.587,43300,141,1047,40400,39400,PrivacySuppressed
131159,143400,1434,20016-8001,0,1,1,3,38.9378,-77.0901,48300,153,1443,55900,51600,0.021037868
131283,143700,1437,20064,0,1,1,3,38.9358,-76.999,44200,71,808,51100,48900,0.059548255
131308,1195000,11950,20006-4804,0,1,1,3,38.8958,-77.0398,30100,42,239,33600,29300,PrivacySuppressed
131399,144100,1441,20008,0,1,2,3,38.9438,-77.0662,32000,251,1123,34800,32100,PrivacySuppressed
131405,1280300,12803,20017-1585,0,1,1,4,38.9314,-76.9988,NULL,NULL,NULL,NULL,NULL,NULL
131450,144300,1443,20002-3695,0,1,1,3,38.9074,-76.9937,26000,108,262,29100,26400,0
131469,144400,1444,20052,0,1,1,3,38.8987,-77.0479,62500,198,1956,69400,60100,0.022988506
131496,144500,1445,20057-0001,0,1,1,3,38.9088,-77.0735,97600,175,1668,100300,76200,PrivacySuppressed
131520,144800,1448,20059-0001,0,1,1,3,38.9207,-77.0195,40100,166,1712,46400,42400,0.047882136
131742,2588900,25889,22042,0,1,1,1,38.8695,-77.148,30300,380,1655,26600,25300,PrivacySuppressed
131803,145900,1459,20005,0,1,99,3,38.9049,-77.0343,52700,1064,7471,51900,45700,PrivacySuppressed
13180301,145904,1459,20012,0,0,99,0,NULL,NULL,52700,1064,7471,51900,45700,PrivacySuppressed
131830,2132800,21328,20007,0,1,1,1,38.91,-77.0651,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0
131876,146000,1460,20017-1094,0,1,1,3,38.9274,-77.0043,PrivacySuppressed,51,300,39400,35500,PrivacySuppressed
131973,146400,1464,20016-5690,0,1,1,4,38.9396,-77.09,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
132268,2346200,23462,32174,0,1,1,1,29.3494,-81.1331,PrivacySuppressed,174,565,34200,30600,0
132338,1019500,10195,33316-3000,0,1,1,2,26.1012,-80.1235,27900,513,1942,30400,26900,PrivacySuppressed
132374,1226300,12263,33063-3902,0,1,1,1,26.2436,-80.1853,27500,55,269,30600,28500,NULL
132408,2159600,21596,32440,0,1,1,3,30.9564,-85.519,32100,37,168,31000,27200,PrivacySuppressed
132471,146600,1466,33161-6695,0,1,2,3,25.8789,-80.1961,48000,277,2063,46200,42200,PrivacySuppressed
13247101,146601,1466,328073673,0,0,2,0,NULL,NULL,48000,277,2063,46200,42200,PrivacySuppressed
132523,1112700,11127,32405,0,1,1,4,30.2005,-85.6499,NULL,NULL,NULL,NULL,NULL,0
132602,146700,1467,32114-3099,0,1,1,3,29.2102,-81.0314,23400,135,959,27000,23500,0.096774194
132657,150500,1505,33431-5598,0,1,1,3,26.3828,-80.1239,35900,82,448,39700,34400,0.104761905
132666,2200100,22001,34210,0,1,1,1,27.4626,-82.6022,PrivacySuppressed,38,93,17400,14900,0
132675,3382300,33823,32091,0,1,1,1,29.9521,-82.1231,PrivacySuppressed,20,50,19500,17300,NULL
132693,147000,1470,32922,0,1,1,2,28.3848,-80.7581,27900,563,2491,29300,25600,0.043290043
132709,150000,1500,33301,0,1,1,2,26.0797,-80.2354,29800,1225,6719,33300,29900,PrivacySuppressed
132806,2245500,22455,32789,0,1,4,1,28.5554,-81.4484,23400,216,705,21700,20800,0
132842,1072401,10724,33172-2209,0,0,2,3,25.7952,-80.355,35000,70,334,32800,29100,0
132851,147100,1471,34474,0,1,1,2,29.1661,-82.1757,28500,338,1571,30600,27900,0.071942446
132879,2156700,21567,34744,0,1,1,3,28.3019,-81.3625,PrivacySuppressed,13,120,29000,26400,PrivacySuppressed
132903,395400,3954,32816,0,1,1,3,28.6011,-81.1988,39500,781,8049,42900,39300,0.017600741
132976,2297000,22970,33948-3399,0,1,1,1,27.0056,-82.1472,PrivacySuppressed,47,117,25300,24200,NULL
133021,147200,1472,32446-2053,0,1,1,2,30.7906,-85.2319,28700,96,527,29100,27100,PrivacySuppressed
133085,147300,1473,33759-4595,0,1,1,3,27.9636,-82.6973,34300,48,268,37000,31100,PrivacySuppressed
133155,1323400,13234,34104-4405,0,1,1,1,26.1412,-81.7634,PrivacySuppressed,29,155,28000,24600,NULL
133386,147500,1475,32114,0,1,1,2,29.2023,-81.0513,27900,818,3270,28200,24900,PrivacySuppressed
133465,1303904,13039,33411,0,0,16,3,26.6917,-80.1997,43800,264,1420,33700,28400,PrivacySuppressed
133492,148700,1487,33711-4700,0,1,1,3,27.719,-82.686,36500,94,676,42100,36000,0.064814815
133508,147700,1477,33919-0000,0,1,1,2,26.5547,-81.8874,30500,350,1964,33900,30400,PrivacySuppressed
133526,147800,1478,32209,0,1,1,3,30.3451,-81.6848,21100,144,568,26000,22000,0
133553,147900,1479,32114-3900,0,1,2,3,29.1892,-81.0495,50900,226,2940,59200,53800,PrivacySuppressed
133650,148000,1480,32307,0,1,1,3,30.4286,-84.2857,31900,324,3035,39800,32300,PrivacySuppressed
133669,148100,1481,33431-0991,0,1,1,3,26.3725,-80.1023,37600,669,4749,41400,37800,0.031128405
133702,148400,1484,32202,0,1,1,2,30.3349,-81.6599,31400,1146,5669,31600,28700,PrivacySuppressed
133711,789300,7893,32084,0,1,2,3,29.8934,-81.3153,32400,89,851,34300,33800,0.063636364
133809,148200,1482,33617-5527,0,1,1,2,28.0349,-82.3834,31300,33,239,34600,31200,PrivacySuppressed
133845,2089600,20896,32256-6905,0,1,2,1,30.3275,-81.5738,24000,256,820,21200,19700,0
133854,2275100,22751,33025,0,1,1,1,26.1751,-80.203,24000,221,815,21600,21300,0
133863,2172700,21727,33607-4127,0,1,1,1,27.9591,-82.5151,17900,287,1044,22800,21700,0
133872,3115500,31155,32803,0,1,1,3,28.5761,-81.3677,57700,49,587,52400,51800,PrivacySuppressed
133881,146900,1469,32901-6975,0,1,1,3,28.0645,-80.6246,44800,59,611,54400,50500,PrivacySuppressed
133942,2329900,23299,32514,0,1,1,1,30.5349,-87.2206,PrivacySuppressed,11,98,48800,46100,0
133951,963500,9635,33199,0,1,1,3,25.7571,-80.3776,38700,795,6004,44200,40500,PrivacySuppressed
133960,148500,1485,33040,0,1,1,2,24.5827,-81.7445,28200,103,305,35000,30900,0
133979,148600,1486,33054-6199,0,1,1,3,25.9179,-80.2707,23400,154,812,25800,23700,PrivacySuppressed
133997,2305800,23058,33174,0,1,1,1,25.7553,-80.3667,23200,672,2327,26800,24900,PrivacySuppressed
134024,4129900,41299,32608-5419,0,1,1,1,29.5935,-82.3385,NULL,NULL,NULL,NULL,NULL,0
134079,148800,1488,33801-5698,0,1,1,3,28.0315,-81.9458,32700,74,794,37900,35900,PrivacySuppressed
134097,148900,1489,32306-1037,0,1,1,3,30.4397,-84.2909,39700,654,6951,44700,40000,PrivacySuppressed
134112,2218700,22187,32826,0,1,1,1,28.5737,-81.201,27900,261,781,24900,23200,0
134121,2598200,25982,32225,0,1,2,2,30.3262,-81.55,25800,47,218,29100,25600,0
13412101,2598203,25982,33134,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134130,153500,1535,32611,0,1,1,3,29.6382,-82.3612,49800,627,6609,54600,46600,PrivacySuppressed
134149,814600,8146,33062,0,1,2,1,26.2341,-80.1036,30200,481,1488,28800,26200,0
134228,2338400,23384,34982-6333,0,1,1,1,27.4124,-80.3247,PrivacySuppressed,111,241,17600,14600,NULL
134237,2362100,23621,32792-7429,0,1,1,3,28.5965,-81.3013,32300,665,4401,38600,32700,PrivacySuppressed
134291,2307400,23074,32526-8922,0,1,1,1,30.4881,-87.2951,24800,88,200,21900,19100,NULL
134307,3079800,30798,33142,0,1,1,1,25.8041,-80.2636,PrivacySuppressed,20,112,41100,38700,NULL
134343,149000,1490,32401,0,1,1,2,30.1861,-85.7272,29300,321,1485,28700,26100,PrivacySuppressed
134422,2325100,23251,33004-3046,0,1,1,2,26.0528,-80.1399,PrivacySuppressed,27,86,29800,28200,0
134495,787000,7870,33606-3584,0,1,1,2,27.9345,-82.4569,30200,935,4800,32000,28700,0.073809524
134510,2188900,21889,33455-1065,0,1,1,3,27.0665,-80.1324,PrivacySuppressed,6,37,PrivacySuppressed,PrivacySuppressed,0
134529,4162500,41625,33023,0,1,2,1,26.0076,-80.2076,NULL,NULL,NULL,NULL,NULL,NULL
134574,2279600,22796,33781,0,1,1,1,27.8397,-82.689,PrivacySuppressed,64,200,28700,26600,PrivacySuppressed
134608,149300,1493,34981-5596,0,1,1,2,27.4231,-80.3579,28600,401,1807,29000,25500,PrivacySuppressed
134680,3031400,30314,33634,0,1,8,3,27.9922,-82.5485,26800,778,3508,28800,25800,PrivacySuppressed
134714,2257900,22579,32119,0,1,1,1,29.1622,-80.9978,PrivacySuppressed,66,201,20500,18300,0
134811,887800,8878,33132-1418,0,1,1,3,25.79,-80.1884,26400,208,789,30400,26800,PrivacySuppressed
134909,732910,7329,33634-7350,0,0,141,2,27.9824,-82.5476,35900,574,3762,38800,35100,PrivacySuppressed
134945,149500,1495,32211-3394,0,1,1,3,30.3503,-81.6071,35500,79,920,49000,42100,PrivacySuppressed
135063,149700,1497,32211,0,1,1,2,30.328,-81.6101,PrivacySuppressed,111,344,32300,28000,0
135081,2151900,21519,33309,0,1,14,2,26.1859,-80.164,35200,1021,4570,31800,28900,PrivacySuppressed
13508101,2151901,21519,32901,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508102,2151902,21519,32309,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508103,2151904,21519,32114,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508104,2151906,21519,33805,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508105,2151908,21519,33172,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508106,2151909,21519,32807,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508107,2151903,21519,34240,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508108,2151910,21519,32216,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508109,2151914,21519,33634,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508110,2151913,21519,33027,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508111,2151911,21519,34952,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508112,2151912,21519,33411,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
13508113,2151917,21519,33905,0,0,14,0,NULL,NULL,35200,1021,4570,31800,28900,PrivacySuppressed
135124,2597100,25971,33912,0,1,1,2,26.5409,-81.8425,PrivacySuppressed,72,242,20800,19800,PrivacySuppressed
135142,2287100,22871,33012,0,1,1,1,25.8667,-80.313,PrivacySuppressed,189,424,16700,13500,NULL
135160,150100,1501,32025-2007,0,1,1,2,30.1743,-82.5697,31700,202,831,29000,25500,PrivacySuppressed
135179,2228300,22283,32726,0,1,1,1,28.8334,-81.6909,PrivacySuppressed,32,150,27700,25900,NULL
135188,150200,1502,34788-8751,0,1,1,2,28.8302,-81.7977,26000,170,662,30500,26600,PrivacySuppressed
135267,755800,7558,33916-2204,0,1,1,1,26.6486,-81.833,PrivacySuppressed,43,131,30200,25300,0
135276,558500,5585,32304-2895,0,1,1,1,30.4485,-84.3391,20600,83,260,24200,21800,NULL
135294,558600,5586,33127,0,1,1,1,25.7947,-80.2082,26800,47,122,31800,27800,NULL
135337,1016100,10161,33710,0,1,1,1,27.7813,-82.7112,PrivacySuppressed,46,153,22200,16700,0
135364,3100900,31009,30038-9869,0,1,1,3,33.698,-84.1236,PrivacySuppressed,18,56,36900,35100,PrivacySuppressed
135391,150400,1504,34207,0,1,1,2,27.4361,-82.5917,27400,530,2350,30800,27100,0.061538462
135407,561200,5612,34203,0,1,1,1,27.4436,-82.5934,31500,91,336,29200,26400,0
135416,2148300,21483,33611,0,1,2,1,27.9025,-82.5184,17100,203,449,21500,17100,0
13541601,2148301,21483,33612,0,0,2,0,NULL,NULL,17100,203,449,21500,17100,0
135522,560800,5608,33803,0,1,1,1,27.9958,-81.8935,PrivacySuppressed,71,236,27500,24900,NULL
135610,177201,1772,33324,0,0,3,3,26.0997,-80.2572,34500,79,573,41300,37200,PrivacySuppressed
135647,2316200,23162,33014,0,1,1,1,25.9161,-80.2951,28100,52,238,32900,30100,NULL
135717,150600,1506,33132-2204,0,1,1,2,25.7777,-80.1909,29800,3976,19778,30900,27400,PrivacySuppressed
135726,153600,1536,33146,0,1,1,3,25.7204,-80.2765,55400,276,2452,60800,51100,PrivacySuppressed
135735,2501500,25015,32809,0,1,1,1,28.4717,-81.416,PrivacySuppressed,64,155,24400,22500,0
135771,2283801,22838,33144-4700,0,0,5,1,25.7607,-80.3038,17800,581,1276,18200,14700,0
135939,3026508,30265,33619,0,0,19,1,27.9835,-82.386,26000,813,2910,25400,23700,PrivacySuppressed
135957,2121800,21218,33169-4538,0,1,1,1,25.943,-80.2035,24600,396,1776,24900,23600,0
136048,3113400,31134,33463-2113,1,1,1,1,26.6311,-80.1131,PrivacySuppressed,66,229,21400,16600,0
136066,1246117,12461,33407,0,0,14,1,26.7582,-80.0948,28000,286,1106,27700,26300,PrivacySuppressed
136109,2149900,21499,32246,0,1,3,1,30.2589,-81.5273,PrivacySuppressed,20,57,15700,16100,0
136145,150800,1508,32340,0,1,1,2,30.4739,-83.4219,31500,80,423,26600,24000,NULL
136172,984100,9841,32224-7699,0,1,1,3,30.2709,-81.5079,38500,324,2877,41100,38400,PrivacySuppressed
136206,407215,4072,33409-2911,0,0,3,3,26.7147,-80.1041,43500,207,1958,45500,40800,0.04
136215,150900,1509,33314-7796,0,1,1,3,26.0793,-80.2425,53400,286,1935,50400,42300,PrivacySuppressed
136233,151000,1510,32578-1295,0,1,1,2,30.5371,-86.4755,34400,290,1297,29000,25300,PrivacySuppressed
136288,149900,1499,32810,0,1,3,1,28.6109,-81.3874,30100,910,3575,25000,22800,PrivacySuppressed
136303,2513200,25132,32801-1197,0,1,1,1,28.5504,-81.3838,PrivacySuppressed,33,150,28700,26900,NULL
136330,884900,8849,33401,0,1,1,3,26.7046,-80.0498,37200,138,947,41300,36000,PrivacySuppressed
136358,151200,1512,33461-4796,0,1,1,2,26.6132,-80.0871,30700,613,3269,32100,28700,PrivacySuppressed
136400,1065200,10652,34654-5199,0,1,1,2,28.2751,-82.6467,26300,554,1917,29300,26100,PrivacySuppressed
136473,151300,1513,32504-8998,0,1,1,2,30.4808,-87.2006,28400,612,2511,27800,24600,PrivacySuppressed
136491,560500,5605,33760-2140,0,1,1,1,27.9119,-82.7191,25400,65,185,25900,24700,NULL
136516,151400,1514,33881-4299,0,1,1,2,28.0308,-81.7129,28000,199,1263,30200,26600,PrivacySuppressed
136659,2554200,25542,32570-8188,0,1,1,1,30.6468,-87.1006,PrivacySuppressed,33,65,22900,21900,NULL
136701,822300,8223,33436-4899,0,1,1,4,26.5158,-80.1257,NULL,NULL,NULL,NULL,NULL,NULL
136765,2511700,25117,33881-9518,0,1,1,1,28.0766,-81.6545,PrivacySuppressed,34,92,20900,20800,NULL
136774,1257400,12574,34234-5895,0,1,1,3,27.3596,-82.5486,36700,64,374,37400,30900,PrivacySuppressed
136783,910400,9104,32256,0,1,1,1,30.3112,-81.6929,PrivacySuppressed,28,103,22000,19900,NULL
136826,2524200,25242,33177,0,1,1,1,25.5991,-80.3904,25600,89,329,28400,25000,0
136950,151500,1515,32789-4499,0,1,1,3,28.592,-81.3487,37900,70,573,45600,40600,PrivacySuppressed
137023,1254400,12544,32084-1919,0,1,1,1,29.9244,-81.3458,24300,58,233,24200,22300,0
137032,152600,1526,33574-6665,0,1,1,3,28.3368,-82.2573,49400,543,3365,46100,41100,PrivacySuppressed
137078,152800,1528,33760-2822,0,1,1,2,27.901,-82.7174,29900,1098,4659,32700,29100,0.034912718
137087,2115300,21153,33711-2209,0,1,1,1,27.7612,-82.6815,24100,75,184,26900,22700,NULL
137096,151900,1519,32606-6210,0,1,1,2,29.6807,-82.434,30100,609,3332,33200,29900,0.059895833
137120,560700,5607,34233-1798,0,1,1,1,27.2855,-82.5008,PrivacySuppressed,30,102,27000,21600,0
137148,2179918,21799,34235,0,0,28,3,27.3514,-82.4654,41900,205,1279,41400,36700,PrivacySuppressed
137209,152000,1520,32773-6199,0,1,1,1,28.7448,-81.3056,29700,561,2900,31700,29200,PrivacySuppressed
137245,990200,9902,33021,0,1,1,1,26.0317,-80.198,26800,77,397,28100,24800,0
137272,807500,8075,33165-3244,0,1,1,3,25.7426,-80.3374,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
137281,152300,1523,32177,0,1,1,2,29.6472,-81.6811,32200,254,1179,29700,26800,PrivacySuppressed
137315,152200,1522,33825-9356,0,1,1,2,27.5696,-81.5084,27800,185,696,28700,24200,PrivacySuppressed
137351,153700,1537,33620-9951,0,1,3,3,28.0566,-82.4159,37500,978,8367,40600,37900,PrivacySuppressed
137476,146800,1468,33054-6459,0,1,1,3,25.9209,-80.2563,64100,79,528,53300,41600,PrivacySuppressed
137537,841700,8417,32207,0,1,1,1,30.2896,-81.6351,PrivacySuppressed,121,491,28400,27400,0
137546,153100,1531,32723,0,1,1,3,29.0363,-81.3016,37100,68,597,40300,36500,PrivacySuppressed
137564,152100,1521,33801-6034,0,1,1,3,28.0319,-81.919,31300,92,781,31200,28300,PrivacySuppressed
137591,3018500,30185,34652,0,1,1,1,28.2611,-82.7285,PrivacySuppressed,62,127,19500,15200,PrivacySuppressed
137713,752500,7525,32064,0,1,1,1,30.2821,-82.9926,PrivacySuppressed,25,114,25100,21700,NULL
137759,153300,1533,32304-2895,0,1,1,2,30.4452,-84.3415,26300,552,3115,30300,27300,PrivacySuppressed
137777,2508900,25089,33140-3854,0,1,1,3,25.7949,-80.1413,PrivacySuppressed,23,57,43000,28500,PrivacySuppressed
137801,153400,1534,33614,0,1,3,1,27.9966,-82.4976,29800,804,2663,27600,24300,0.054298643
137810,2599800,25998,33770-2556,0,1,3,1,27.9153,-82.7759,25900,644,2064,25600,23000,PrivacySuppressed
137847,153800,1538,33606-1490,0,1,1,3,27.9472,-82.4656,38500,159,1426,44000,40200,0.063909774
137856,3100800,31008,32348,1,1,1,1,30.078,-83.5658,PrivacySuppressed,25,78,22100,18300,NULL
137865,1082600,10826,32405,0,1,1,1,30.2034,-85.6466,PrivacySuppressed,44,150,23900,22400,0
137953,3101900,31019,32221,0,1,1,3,30.3238,-81.7057,30900,25,130,28800,26400,PrivacySuppressed
137962,3028200,30282,34655-4401,0,1,1,3,28.1942,-82.6771,PrivacySuppressed,15,81,27300,23500,PrivacySuppressed
138132,2148200,21482,34231-4813,0,1,1,1,27.2589,-82.5174,PrivacySuppressed,12,22,PrivacySuppressed,PrivacySuppressed,0
138187,675000,6750,32801,0,1,1,2,28.5226,-81.4642,29100,1120,6331,31400,28200,0.051315789
138275,884800,8848,33859-8797,0,1,1,3,27.8258,-81.6,39100,42,428,40900,37000,PrivacySuppressed
138284,752600,7526,32428-1618,0,1,1,1,30.7745,-85.5533,21400,80,218,25400,24000,NULL
138293,154000,1540,33827-0096,0,1,2,3,27.8388,-81.5323,31800,50,339,31200,31100,PrivacySuppressed
138309,869410,8694,34474-6226,0,0,23,2,29.1408,-82.1984,36500,128,1023,30500,29700,0.139465875
13830901,869411,8694,346545559,0,0,23,0,NULL,NULL,36500,128,1023,30500,29700,0.139465875
13830902,869413,8694,339057805,0,0,23,0,NULL,NULL,36500,128,1023,30500,29700,0.139465875
13830903,869420,8694,336109558,0,0,23,0,NULL,NULL,36500,128,1023,30500,29700,0.139465875
13830904,869422,8694,346389558,0,0,23,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138354,395500,3955,32514-5750,0,1,1,3,30.5429,-87.2181,36300,319,2217,36200,33400,PrivacySuppressed
138372,2321200,23212,34787-3733,0,1,1,1,28.5596,-81.5715,PrivacySuppressed,56,161,22000,19400,NULL
138479,3003600,30036,33317,0,1,1,1,26.085,-80.2322,28700,30,137,32500,28200,NULL
138488,2504600,25046,32789,0,1,1,1,28.6044,-81.3617,PrivacySuppressed,54,162,23800,23800,NULL
138497,2300900,23009,34450-4696,0,1,1,1,28.8349,-82.3456,25100,50,151,25500,21600,NULL
138558,154100,1541,31793-2601,0,1,1,2,31.4819,-83.5283,30000,167,1299,32100,29200,0.079207921
138600,154200,1542,30030-3797,0,1,1,3,33.77,-84.2956,PrivacySuppressed,31,210,37900,36300,PrivacySuppressed
138655,2284300,22843,30341,0,1,4,1,33.8895,-84.302,25000,652,1976,24000,19800,0
138664,2284308,22843,30260,0,0,4,1,33.5723,-84.3361,25000,652,1976,24000,19800,0
138682,560100,5601,31701,0,1,1,1,31.5543,-84.1743,27300,281,905,23800,20100,0
138691,154300,1543,31707-3098,0,1,1,2,31.5836,-84.2121,30900,209,1266,32400,28300,0.090909091
138716,154400,1544,31705,0,1,1,3,31.5714,-84.1431,24100,106,783,30700,27900,PrivacySuppressed
138761,154500,1545,39840-5550,0,1,1,2,31.7723,-84.795,23000,28,232,26900,24500,PrivacySuppressed
138789,154600,1546,31419-1997,0,1,1,3,31.9781,-81.1604,38500,252,1711,39200,36300,PrivacySuppressed
138813,927000,9270,30328-1635,0,1,6,3,33.9374,-84.3549,26700,403,2213,30900,26300,PrivacySuppressed
138822,3005400,30054,30094,0,1,1,1,33.6415,-84.0131,25500,101,302,19500,14400,0
138840,854300,8543,30310-4446,0,1,1,1,33.712,-84.405,26100,289,1012,22300,18700,0
138868,154700,1547,31833,0,1,1,3,33.6854,-84.4748,27100,18,147,29400,27800,PrivacySuppressed
138901,1216500,12165,30310-4498,0,1,1,2,33.7089,-84.4047,23000,95,576,26500,22500,PrivacySuppressed
138929,3173300,31733,30309,0,1,2,4,33.7934,-84.3878,NULL,NULL,NULL,NULL,NULL,NULL
138938,2580200,25802,30338,0,1,1,1,33.9278,-84.2984,31300,69,267,28600,22700,0
138947,155900,1559,30314-4391,0,1,1,3,33.7488,-84.4128,25400,166,1323,32700,29800,0.109452736
138956,559900,5599,30906,0,1,1,1,33.419,-82.0484,28700,339,1375,25400,22100,NULL
